"","id_jednostki","klasa_pr","sek","woj","zawod_kod2","waga","wolne_miejsca"
"1","a9cc990df6a99ab215a1bc13f51d4825c7d52d18","D",1,14,1,1,2
"2","a9cc990df6a99ab215a1bc13f51d4825c7d52d18","D",1,14,2,1,7
"3","c9dbaf50890165ebe810aa770de0e9df903dc35b","D",1,24,2,6,6
"4","718e0bba42bcec6ed98f9690db6d26cb7b93c880","D",1,14,2,1,7
"5","532a1879a692b9d7bbb7282ba757d028156ef341","D",1,14,2,1,6
"6","0b6b623fa45e257284a3049d097af322841337e3","D",1,22,2,1,1
"7","c855a825e80866c00c7513721d5fcb38929f3cd6","S",1,26,4,1,3
"8","98861ee6b125b54b82dd6b27a86b85c13446b2ea","D",1,12,2,1,5
"9","98861ee6b125b54b82dd6b27a86b85c13446b2ea","D",1,12,4,1,4
"10","c8031e4e01ecee538c8c0685a0c90c759d7de62a","S",1,18,2,1,3
"11","c8031e4e01ecee538c8c0685a0c90c759d7de62a","S",1,18,3,1,6
"12","c8031e4e01ecee538c8c0685a0c90c759d7de62a","S",1,18,5,1,3
"13","305431233b9bf5157154e6d6c9273e508897964a","D",1,14,2,1,4
"14","f2ac960927b5254a7ce3429a8e37419612ba9fac","D",1,2,2,1,5
"15","d295e79ff582821bd6ba881d8a1c1d8cf3c3b1e1","D",1,14,1,1,2
"16","194a8613393e6db03323f2cca57486bc43d47e69","D",1,12,2,1,5
"17","194a8613393e6db03323f2cca57486bc43d47e69","D",1,12,4,1,2
"18","1bcf788330a0829c33214dcfa459bee286368010","D",1,10,4,1,3
"19","1bcf788330a0829c33214dcfa459bee286368010","D",1,10,7,1,3
"20","a33fa075272278e58dbddf7e05a32c496383eebf","D",1,2,2,1,10
"21","a33fa075272278e58dbddf7e05a32c496383eebf","D",1,2,3,1,6
"22","a33fa075272278e58dbddf7e05a32c496383eebf","D",1,2,4,1,7
"23","13420a87af980b72b11d8ca5d7280ec002944db0","D",1,4,7,1,5
"24","145585674c5afe4f36eb0267f1976d05a1aa3cf3","D",1,4,2,1,16
"25","145585674c5afe4f36eb0267f1976d05a1aa3cf3","D",1,4,9,1,4
"26","44e1bf649ccc62322ae99033109a533dec9cb141","D",1,24,2,1,4
"27","44e1bf649ccc62322ae99033109a533dec9cb141","D",1,24,4,1,3
"28","d9371744a05b90857c741b6d5301135afc36f38f","D",1,14,2,1,15
"29","d9371744a05b90857c741b6d5301135afc36f38f","D",1,14,3,1,13
"30","d9371744a05b90857c741b6d5301135afc36f38f","D",1,14,4,1,3
"31","d9371744a05b90857c741b6d5301135afc36f38f","D",1,14,5,1,7
"32","1854b0829848a77a11bb82b8259f2c03f92100c9","D",1,10,2,1,10
"33","1854b0829848a77a11bb82b8259f2c03f92100c9","D",1,10,3,1,5
"34","7fddce081cbb1dd5da072e1683e9bfd20acab593","D",1,30,2,1,7
"35","7fddce081cbb1dd5da072e1683e9bfd20acab593","D",1,30,3,1,1
"36","7fddce081cbb1dd5da072e1683e9bfd20acab593","D",1,30,9,1,3
"37","7be60f7cb4e673bdfd08cd2e0f36a39d5184221c","D",1,12,3,1,4
"38","c365458756707fcaa4b845659738ee39887d394b","D",1,14,2,1,3
"39","41de5ca1bc184e4b814a37587938d69203850744","D",1,14,2,1,49
"40","41de5ca1bc184e4b814a37587938d69203850744","D",1,14,3,1,36
"41","41de5ca1bc184e4b814a37587938d69203850744","D",1,14,4,1,5
"42","4ec4f6c04823143c4849eeecee13f60ac8faff88","D",1,14,1,1,6
"43","4ec4f6c04823143c4849eeecee13f60ac8faff88","D",1,14,2,1,16
"44","4ec4f6c04823143c4849eeecee13f60ac8faff88","D",1,14,4,1,3
"45","3d40ca689a4dca7d774981dc7db408301bf7f192","D",1,14,1,1,7
"46","3d40ca689a4dca7d774981dc7db408301bf7f192","D",1,14,2,1,75
"47","3d40ca689a4dca7d774981dc7db408301bf7f192","D",1,14,3,1,7
"48","3d40ca689a4dca7d774981dc7db408301bf7f192","D",1,14,4,1,12
"49","c730010abdb9d20ccab34eacbe3c22a56fedad66","D",1,6,3,1,11
"50","2b5a57b0c2f03c2b252e559bcd77d52789d33d9c","D",1,4,2,1,6
"51","2b5a57b0c2f03c2b252e559bcd77d52789d33d9c","D",1,4,3,1,5
"52","2b5a57b0c2f03c2b252e559bcd77d52789d33d9c","D",1,4,4,1,3
"53","2b5a57b0c2f03c2b252e559bcd77d52789d33d9c","D",1,4,8,1,5
"54","f2b18f5ef4386e70206d64810b5d3b7e0654918b","D",1,24,1,1,2
"55","f2b18f5ef4386e70206d64810b5d3b7e0654918b","D",1,24,2,1,3
"56","f2b18f5ef4386e70206d64810b5d3b7e0654918b","D",1,24,3,1,25
"57","f2b18f5ef4386e70206d64810b5d3b7e0654918b","D",1,24,4,1,7
"58","e483df774bfef34fe1ceaec548831a79ced37d81","D",1,8,3,1,11
"59","ac1dd3ffadf76a8bd8609e87988aa5a0c81b9d66","D",1,30,2,1,6
"60","ac1dd3ffadf76a8bd8609e87988aa5a0c81b9d66","D",1,30,4,1,3
"61","de1a82a5c81418104dcdc7948ea75e0cd37c3580","D",1,24,2,1,18
"62","e2c108dbf57e366f38541d715642c36d4492226d","D",1,2,2,1,4
"63","e2c108dbf57e366f38541d715642c36d4492226d","D",1,2,3,1,26
"64","46c9121cb20e0aacecd0f797ff5ca08525626234","D",1,30,2,1,14
"65","46c9121cb20e0aacecd0f797ff5ca08525626234","D",1,30,4,1,5
"66","80fda0567bc18e3c568d31c40c0ce10ad768e52f","D",1,32,2,1,5
"67","80fda0567bc18e3c568d31c40c0ce10ad768e52f","D",1,32,3,1,12
"68","18029725c33f186706aa2443b8e64409a8224598","D",1,22,3,1,9
"69","18029725c33f186706aa2443b8e64409a8224598","D",1,22,4,1,6
"70","77157b7c3bbd6f8e01afe8113d1c3852f4fae834","D",1,12,1,1,3
"71","77157b7c3bbd6f8e01afe8113d1c3852f4fae834","D",1,12,2,1,4
"72","24b4ff51fc6e3a0a2c3f90499c8369ecc4583cdf","D",1,14,2,1,4
"73","0ed45652ff9b26d751a8aaa302be4a89c68a2f3b","D",1,28,3,1,9
"74","d644e38948c6e19aeca24308b5240097e84055a6","D",1,14,3,1,13
"75","d644e38948c6e19aeca24308b5240097e84055a6","D",1,14,4,1,3
"76","e5e0fd8be1d1b9dae551b9ae8444b1c82f78d0e5","D",1,12,2,1,7
"77","e5e0fd8be1d1b9dae551b9ae8444b1c82f78d0e5","D",1,12,3,1,17
"78","e5e0fd8be1d1b9dae551b9ae8444b1c82f78d0e5","D",1,12,4,1,4
"79","eb848cfa2a95bc9b742614e36e2f342b3bc0c1a9","D",1,10,3,1,10
"80","1b6a45782a23d5bd946f6d7d7a76f0712d17ef5b","D",1,32,3,1,2
"81","d086a8bf59e30a96bc813ecd30a3f69ab804cb4b","D",1,6,2,1,2
"82","d086a8bf59e30a96bc813ecd30a3f69ab804cb4b","D",1,6,3,1,8
"83","e9ca428c56969088032c8825ac4b784610215f4c","D",1,26,3,1,4
"84","b4f766928a4bd2d6fbca5f84716c624260180819","D",1,30,2,1,6
"85","b4f766928a4bd2d6fbca5f84716c624260180819","D",1,30,4,1,29
"86","bf17263f8fa3a9ff12d7ff60c10c4e426aeeb36e","D",1,4,3,1,6
"87","e989fbed4c98dad03d29cd4b697d872cb2ea2f66","D",1,22,2,1,9
"88","e989fbed4c98dad03d29cd4b697d872cb2ea2f66","D",1,22,3,1,21
"89","e989fbed4c98dad03d29cd4b697d872cb2ea2f66","D",1,22,4,1,6
"90","93dd94ca4c959281f009caeefa4d35acbf1109a4","D",1,30,2,1,3
"91","93dd94ca4c959281f009caeefa4d35acbf1109a4","D",1,30,4,1,12
"92","050bd466c627e7437690aea043115a3089ff3f7d","D",1,14,3,1,46
"93","1dcd42c4219dc4bd9b88a49e0330f15f335e1467","D",2,18,2,2,3
"94","09c38dc34b4e35bfa2bb3118924caa92a76ac38d","D",1,24,2,2,5
"95","998a689fc768b79558d1167b412fd265f5a0e31b","D",1,24,8,1,3
"96","544588f1fb2997bf568fad5fb6f0362eae9e6ede","S",1,24,9,1,2
"97","906983754cea2b7b5b040f9f7772f04c581f7973","D",1,24,2,1,4
"98","969fecea2c989d9204c7bf811ae2a4d117982356","D",2,12,4,1,2
"99","969fecea2c989d9204c7bf811ae2a4d117982356","D",2,12,7,1,10
"100","969fecea2c989d9204c7bf811ae2a4d117982356","D",2,12,8,1,12
"101","1099e2e9638dff4ba6917046eaa09866d2ac2fa9","D",2,24,1,1,4
"102","1099e2e9638dff4ba6917046eaa09866d2ac2fa9","D",2,24,2,1,3
"103","1099e2e9638dff4ba6917046eaa09866d2ac2fa9","D",2,24,7,1,4
"104","0444ec2cab0756369ffc1ecf24dde723f2217261","D",1,22,2,1,7
"105","0444ec2cab0756369ffc1ecf24dde723f2217261","D",1,22,3,1,4
"106","0444ec2cab0756369ffc1ecf24dde723f2217261","D",1,22,8,1,6
"107","8808455f9c878698d03bae873de0b4fb796367b6","D",1,14,2,1,15
"108","bcde21c273d61c79e41e7a53e2f2a79dbb610622","D",2,10,8,18,5
"109","faa21657cae267962aeda93abdae7178104f183d","D",1,14,3,1,4
"110","faa21657cae267962aeda93abdae7178104f183d","D",1,14,7,1,3
"111","e8afe2b262a867dcac348d03d2f31681e1722c28","D",1,14,2,1,7
"112","e8afe2b262a867dcac348d03d2f31681e1722c28","D",1,14,4,1,2
"113","db23ef2b1f97e86729dea60760c9b0b0573bb29b","D",1,14,2,1,2
"114","3e61c4d75cc9e8d095011ae0180dab56ed29090c","D",1,18,2,1,8
"115","0fab02fdf576c4e3ff5f0795bb174adafc4bbad9","D",2,18,8,1,4
"116","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,1,2,3
"117","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,2,2,31
"118","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,3,2,19
"119","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,4,2,10
"120","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,5,2,5
"121","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,7,2,6
"122","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,8,2,7
"123","512f6de596106b80fe507f13b17d45c96e92bb50","D",1,14,9,2,5
"124","b291ebbe0687dd2b1c00999ee55f87cb350fa00c","D",1,10,2,1,2
"125","b291ebbe0687dd2b1c00999ee55f87cb350fa00c","D",1,10,7,1,3
"126","b291ebbe0687dd2b1c00999ee55f87cb350fa00c","D",1,10,8,1,8
"127","77544b453dbffbe1d2ec21880af47f1bb70f526e","D",2,22,3,1,3
"128","77544b453dbffbe1d2ec21880af47f1bb70f526e","D",2,22,7,1,1
"129","4ab44c8420aa8e492ab4b6a3a46de36cfdf16e01","S",1,12,3,5,3
"130","f7dcd155239cb6f42e82f585813e6b6d26ef05dc","S",1,16,2,4,4
"131","6d359c591783e8bd065ab63384438d343b2592de","D",1,14,2,1,5
"132","71c6a72a7ef1d1b30a32f081b3d8a82281201c60","D",2,20,2,1,16
"133","71c6a72a7ef1d1b30a32f081b3d8a82281201c60","D",2,20,7,1,13
"134","3871f4d4cf855b2412dce64f44d4524bcc40bbd3","S",2,20,8,1,5
"135","375e89f53d08f56549a50fc54ee9660c4b8fc316","D",1,14,2,1,6
"136","3b6d4fe5b6e733f40c54a4dd0ddc86e6a95f20c2","D",2,22,5,2,7
"137","3b6d4fe5b6e733f40c54a4dd0ddc86e6a95f20c2","D",2,22,8,2,6
"138","a016e6da67aa0349a5ea9812c0870f59eb4dde4d","D",1,10,2,1,4
"139","7e0703117f86cd62cb80ec78229498e8c08fe2f8","D",1,10,1,6,7
"140","a49993b9cb383b3228acecf795b424786f7e933b","D",1,28,9,1,3
"141","85ec520c86f53efce17f8a368b77375ba87b7a07","D",1,2,2,1,2
"142","28250b82cc6a86077e1fe569a8f9e7e832a35854","D",1,30,4,1,3
"143","28250b82cc6a86077e1fe569a8f9e7e832a35854","D",1,30,8,1,1
"144","28250b82cc6a86077e1fe569a8f9e7e832a35854","D",1,30,9,1,2
"145","a943755c0df286d831c5319a64ef5ba3c59d3617","D",1,26,2,1,5
"146","a943755c0df286d831c5319a64ef5ba3c59d3617","D",1,26,9,1,2
"147","9a3628a716b893e0395e5efcfa5bf6395219c430","D",1,8,2,1,3
"148","9a3628a716b893e0395e5efcfa5bf6395219c430","D",1,8,3,1,3
"149","9a3628a716b893e0395e5efcfa5bf6395219c430","D",1,8,4,1,3
"150","8773691bd52af4c48df108abef9871eaae942602","D",1,32,2,1,7
"151","ea4f70380ee2b8b6461bcb8c8df20b17d3bd50a2","D",1,20,2,1,5
"152","d56f310c8eb8cd658a46c162cdd1e24a00a6b6c9","D",1,32,2,1,4
"153","a85a447fe79af2b2aafb622171d3f9e49ec4fc01","D",1,30,3,1,3
"154","6e87e1969e63e10ad8edb9f6d9a91a7af138f631","D",1,14,9,1,2
"155","6c31b31d9789caf2d309686f8ae2c4db5b7790d9","D",1,32,8,1,2
"156","6778e4ec20e38885e48091ae2cb313786dda0974","D",1,30,7,1,4
"157","6778e4ec20e38885e48091ae2cb313786dda0974","D",1,30,8,1,10
"158","10fe847b7d19284e9e310105c5acfaf8f1ccbc37","D",2,28,1,1,2
"159","10fe847b7d19284e9e310105c5acfaf8f1ccbc37","D",2,28,3,1,3
"160","10fe847b7d19284e9e310105c5acfaf8f1ccbc37","D",2,28,7,1,11
"161","10fe847b7d19284e9e310105c5acfaf8f1ccbc37","D",2,28,8,1,26
"162","10fe847b7d19284e9e310105c5acfaf8f1ccbc37","D",2,28,9,1,3
"163","78a09cd5682f459c06307a77244eebaebd542e20","D",1,30,2,1,5
"164","d2d450078a3692fcf35591910458368fe3f62727","D",1,16,2,1,3
"165","15974fb1b7d65fb6af15abb3a5cb44f4fe326898","D",1,14,1,1,5
"166","15974fb1b7d65fb6af15abb3a5cb44f4fe326898","D",1,14,2,1,27
"167","15974fb1b7d65fb6af15abb3a5cb44f4fe326898","D",1,14,3,1,12
"168","15974fb1b7d65fb6af15abb3a5cb44f4fe326898","D",1,14,5,1,87
"169","15974fb1b7d65fb6af15abb3a5cb44f4fe326898","D",1,14,9,1,4
"170","6f527aed2e4804cb89e48b509fee06f4472cbe05","D",1,14,2,1,11
"171","6f527aed2e4804cb89e48b509fee06f4472cbe05","D",1,14,3,1,4
"172","6f527aed2e4804cb89e48b509fee06f4472cbe05","D",1,14,4,1,8
"173","6f527aed2e4804cb89e48b509fee06f4472cbe05","D",1,14,5,1,5
"174","12bc469cb5096b89ad111f5e76b211c88cfc6fbb","D",1,24,1,1,4
"175","12bc469cb5096b89ad111f5e76b211c88cfc6fbb","D",1,24,2,1,4
"176","12bc469cb5096b89ad111f5e76b211c88cfc6fbb","D",1,24,4,1,7
"177","98fca374706556715a06d36aa35b43b5d6caede2","D",1,12,1,1,3
"178","98fca374706556715a06d36aa35b43b5d6caede2","D",1,12,2,1,7
"179","98fca374706556715a06d36aa35b43b5d6caede2","D",1,12,4,1,9
"180","94ce635093fc21b9c12d9e7c76ea8753cfb5f38c","D",1,30,4,1,4
"181","aa92d341b533cebd2025865df585035c713e2f6e","D",1,22,2,1,9
"182","aa92d341b533cebd2025865df585035c713e2f6e","D",1,22,4,1,5
"183","826e4879dde9a3b58709a0613d4316d1d165115c","D",1,14,2,2,9
"184","826e4879dde9a3b58709a0613d4316d1d165115c","D",1,14,4,2,5
"185","77534581c08e3a1792566e08dbd9017be0731b4b","D",1,2,2,1,10
"186","77534581c08e3a1792566e08dbd9017be0731b4b","D",1,2,4,1,9
"187","77534581c08e3a1792566e08dbd9017be0731b4b","D",1,2,7,1,2
"188","68ec87fc6741144893b1ae1bcfd2ff07089bddd4","D",1,24,3,6,3
"189","7dfa0c61561e2dcc00ccc415122141101e696237","S",1,16,2,4,6
"190","7dfa0c61561e2dcc00ccc415122141101e696237","S",1,16,3,4,5
"191","e9703b4099e31d0dd41f4dba52eede7f1ec7d8bd","D",1,32,2,5,2
"192","5320ed90af880c3bc1d00af5c4aaa441d1a486eb","D",1,14,3,9,5
"193","b74d25774c2b203105462e4aaf8abd98f95eef80","D",1,26,2,1,12
"194","e3284b76b653711cc6fb620b049b7099ab8782ac","S",2,22,9,15,4
"195","a80edeb3badc2e64b504f855bc4589aecde1fb4c","D",2,14,4,1,6
"196","a80edeb3badc2e64b504f855bc4589aecde1fb4c","D",2,14,5,1,24
"197","c2676dd657f6d37a19598d734531e745a8972c8a","D",2,22,3,1,7
"198","c2676dd657f6d37a19598d734531e745a8972c8a","D",2,22,7,1,8
"199","3e84e2d8f0ffc2c2384ce7be147e57c7295f34ac","D",1,22,2,1,3
"200","91aae00ea5a0b3d0a057898ab8f8d32cf564a5dd","D",1,22,2,1,6
"201","91aae00ea5a0b3d0a057898ab8f8d32cf564a5dd","D",1,22,3,1,4
"202","91aae00ea5a0b3d0a057898ab8f8d32cf564a5dd","D",1,22,4,1,6
"203","91aae00ea5a0b3d0a057898ab8f8d32cf564a5dd","D",1,22,9,1,4
"204","9880ce053418bcaa012c27bbea69119fe38b77d2","D",1,32,3,1,6
"205","9880ce053418bcaa012c27bbea69119fe38b77d2","D",1,32,4,1,3
"206","9880ce053418bcaa012c27bbea69119fe38b77d2","D",1,32,7,1,7
"207","9880ce053418bcaa012c27bbea69119fe38b77d2","D",1,32,9,1,3
"208","f565add850a6abbe54e02dcddabd983ff769842c","D",1,22,1,1,2
"209","f565add850a6abbe54e02dcddabd983ff769842c","D",1,22,2,1,4
"210","f565add850a6abbe54e02dcddabd983ff769842c","D",1,22,3,1,5
"211","13dd72e6a66360797374553eb8e2c03b52476741","D",1,22,2,1,8
"212","13dd72e6a66360797374553eb8e2c03b52476741","D",1,22,4,1,2
"213","4557df7fc6d33058ed1bcdb7fee2e3cc387a376c","D",1,2,2,1,4
"214","4557df7fc6d33058ed1bcdb7fee2e3cc387a376c","D",1,2,3,1,6
"215","c31cef9a15ebe1d3844830f7a844aaddd3d1428f","S",1,20,3,1,1
"216","8918e34f86b52baaf9dc8c77602299f2d1b8fd88","D",1,2,9,1,4
"217","98e04df8fa8bbd507a8f01bd49c894211d9f2226","D",1,14,2,1,7
"218","56d8385e6b847f5687b869b31255095b560ecef0","D",1,4,2,1,10
"219","56d8385e6b847f5687b869b31255095b560ecef0","D",1,4,4,1,5
"220","61681344607a322379d640c13a8f924e634a6d4c","D",1,22,2,1,10
"221","61681344607a322379d640c13a8f924e634a6d4c","D",1,22,3,1,3
"222","626763a3fd3169db812367e45b17c6ebd74ae01e","D",1,6,2,1,7
"223","626763a3fd3169db812367e45b17c6ebd74ae01e","D",1,6,4,1,4
"224","a42a623d3ae4e924d43121c23d9349480e783e52","D",1,28,1,1,4
"225","a42a623d3ae4e924d43121c23d9349480e783e52","D",1,28,3,1,23
"226","a42a623d3ae4e924d43121c23d9349480e783e52","D",1,28,9,1,3
"227","d5ddf01fa5628bc60fb72875d187478b4b139247","D",1,16,2,1,18
"228","d5ddf01fa5628bc60fb72875d187478b4b139247","D",1,16,3,1,3
"229","95f0d1dc1d09834ec36fb1e14fe758226a20e383","D",1,30,2,1,29
"230","fe91881316a5e97f20a75ab869b26b5c8bb331af","D",1,18,2,1,11
"231","a940ade8425046b15ffbe934c69faf4ee8f2d053","D",1,32,2,1,28
"232","a9259ec441d670d6ed4009d2bb26551f3684cd49","D",1,30,2,1,4
"233","a9259ec441d670d6ed4009d2bb26551f3684cd49","D",1,30,3,1,4
"234","5adef1e30d440553f09655c608d9b664f4bb484d","D",1,12,2,1,3
"235","9de88bc17afd47b560b16adff39edb1baa718318","D",1,14,1,1,2
"236","9de88bc17afd47b560b16adff39edb1baa718318","D",1,14,2,1,4
"237","c2e4fe5c788a6ca90e9c18400d0694dd45cbc7f9","D",1,24,2,1,3
"238","c2e4fe5c788a6ca90e9c18400d0694dd45cbc7f9","D",1,24,4,1,5
"239","c2e4fe5c788a6ca90e9c18400d0694dd45cbc7f9","D",1,24,7,1,8
"240","facc2652b3edfec61942da12963c4d0f68e45a4e","D",1,30,2,1,9
"241","facc2652b3edfec61942da12963c4d0f68e45a4e","D",1,30,4,1,4
"242","facc2652b3edfec61942da12963c4d0f68e45a4e","D",1,30,5,1,9
"243","facc2652b3edfec61942da12963c4d0f68e45a4e","D",1,30,7,1,13
"244","facc2652b3edfec61942da12963c4d0f68e45a4e","D",1,30,9,1,5
"245","2b1b4d75d229730e4e70ad5890eff4104941637c","D",1,2,7,1,5
"246","2b1b4d75d229730e4e70ad5890eff4104941637c","D",1,2,8,1,5
"247","4cebbfbd8f7c3a2c394605e869d5a2ae643df680","D",1,14,2,1,5
"248","1f2faed3a309822251c69332572740317d4680cf","D",1,14,5,1,31
"249","c73fb50f2a3e12d3e36fa3444c8f00e25df7fe87","D",1,12,1,1,6
"250","c73fb50f2a3e12d3e36fa3444c8f00e25df7fe87","D",1,12,2,1,9
"251","c73fb50f2a3e12d3e36fa3444c8f00e25df7fe87","D",1,12,3,1,2
"252","72825b4ccc92e5af7f7c04c9790a586e64c2c530","D",1,30,1,1,2
"253","72825b4ccc92e5af7f7c04c9790a586e64c2c530","D",1,30,2,1,6
"254","72825b4ccc92e5af7f7c04c9790a586e64c2c530","D",1,30,4,1,2
"255","72825b4ccc92e5af7f7c04c9790a586e64c2c530","D",1,30,5,1,3
"256","e5e3cdf7f970a2148927df33109648bfd7939576","D",1,14,3,1,5
"257","e5e3cdf7f970a2148927df33109648bfd7939576","D",1,14,4,1,2
"258","e5e3cdf7f970a2148927df33109648bfd7939576","D",1,14,5,1,75
"259","a24275bec9e083bcc9a23649c276748d066dd2b5","D",1,14,1,1,4
"260","a24275bec9e083bcc9a23649c276748d066dd2b5","D",1,14,2,1,11
"261","6d150fdf9eaa487db75b2506e827088816bae972","D",1,32,3,2,6
"262","6d150fdf9eaa487db75b2506e827088816bae972","D",1,32,5,2,5
"263","057fddc94c9b449b8321df4222b97194320b2a09","D",1,14,2,1,8
"264","7fea86cffc0cfdbd7afd810ae7cc90dc6db80da7","D",1,12,9,1,6
"265","33e3376df94d229b277b7a8aa672524a19da5da2","D",1,32,2,1,3
"266","33e3376df94d229b277b7a8aa672524a19da5da2","D",1,32,7,1,3
"267","fbfe2645acadfc05ef8b7beadb85f0e49bd62e51","D",1,22,9,1,3
"268","40f7ff5f88b4fd6029aad12f27d76dd68dd50af5","D",1,10,4,1,3
"269","b91a4eed24c292816b3212f907f05d5324ac32d3","D",1,32,2,1,1
"270","b91a4eed24c292816b3212f907f05d5324ac32d3","D",1,32,8,1,3
"271","0e206d72d1ee709ca9e231abdbfdd8426092b9be","D",1,22,4,1,5
"272","090bc6ee1cf9d62981041db31f2737e21704176f","D",1,4,9,1,1
"273","6ba75875e8e61841bd833a8c5d250399e4c2832b","S",1,32,2,6,1
"274","29aed2d7f93f3a5c8e93a075bae0b68189feda89","D",1,32,5,1,2
"275","29aed2d7f93f3a5c8e93a075bae0b68189feda89","D",1,32,7,1,4
"276","3c7a652b6e9c3df6080669cf99940017c84aade4","D",1,24,4,7,4
"277","0b92c33b92191ef2afaf4ea5b997802c2db2bda8","D",1,10,2,2,9
"278","0b92c33b92191ef2afaf4ea5b997802c2db2bda8","D",1,10,3,2,3
"279","4cf34530acf42db58ea6c81ed9468c0e41c0fb54","D",1,14,9,8,2
"280","845881e2112036dc61be573f1bb2e833a6d011e6","S",1,2,2,1,4
"281","cd4990f8de1e7de32aff1d0733a4d377681dad81","D",1,2,2,1,4
"282","54217dd976cb3d3cba9a6366367ce78b32c2dcf2","D",1,12,8,1,2
"283","7cb3c30e5478a55a3c8edda0e51ef27009327dfd","D",1,4,9,1,3
"284","17076df3722b1f0bc8acd8b047a9a8212b027bcc","D",1,6,1,1,2
"285","2e466305a4e4430e37453e0d7332d037716538df","S",1,6,2,1,1
"286","56ead18af1461fa89b367835ae0f5fb1c765e1f7","S",1,2,2,7,4
"287","90ee1d3a0f47e0654009c3460695e00ee7bbaabe","D",1,32,9,1,2
"288","00ff051a61359fae19f3ffd4fb5751354701620a","D",1,28,9,1,2
"289","5821095d261d8bcdbd51b2d41b728088b031adb9","S",1,24,2,12,1
"290","92519c47f52f40e5d1fe0c46b94e30eb8f0bd51d","S",1,10,2,6,8
"291","2d46a558df2cb33807c1f69fd0b306a5daf064be","D",1,32,5,1,2
"292","4440faa8afafc894a6bd574dd41b6bccf09b22d8","D",1,22,9,1,2
"293","85b0a5e1014b38ee70b30a5762c24c2c5fcb6033","D",1,22,2,1,14
"294","3b774207dfe996883d0dde480e8a0899d9c8934b","D",1,10,2,1,5
"295","0a34126f95f83ef8f58bdd5db0e7400c358640fe","D",1,32,2,1,4
"296","eebbb54e8a3cacbcfa87f4a241f5920153d3aa55","D",1,22,9,2,8
"297","ec817ca0c86696c4d7dbfc22f3833c579838edf3","D",1,32,2,2,8
"298","3a19314696a2cd32dd33ae1d51c204f61070e2d9","D",1,32,7,1,2
"299","00a4f59d34c72a9fe1ae2ce67536e2febbc970b6","D",1,22,2,1,7
"300","00a4f59d34c72a9fe1ae2ce67536e2febbc970b6","D",1,22,9,1,6
"301","a8c89454049806ddd86d56589cb315bbdf0b2508","S",1,8,5,1,5
"302","a8c89454049806ddd86d56589cb315bbdf0b2508","S",1,8,9,1,1
"303","16a6f654e1b1fd7533d355370301db2c69b29ee9","D",1,30,9,1,4
"304","7e09ba3e7ed5493a76b08ce9d68dd20791ca092b","S",1,32,4,7,4
"305","0f8d8fd5edd65222705257a20d7e3462d946e640","D",1,30,7,1,4
"306","de4e482d9e055a38d0d1e341dc3e040dfdd28ee5","S",1,30,2,13,3
"307","86ad80bfe35bf6ecb665c69cdde1b6e2a9fa4b96","D",1,14,2,1,3
"308","86ad80bfe35bf6ecb665c69cdde1b6e2a9fa4b96","D",1,14,5,1,1
"309","98c189f08be8e3b3284cf15f066c3ea762d44c5a","D",1,14,9,1,3
"310","a8853f84748fb0fbd344ab2aac70f262a2c68f81","D",1,14,2,1,7
"311","d7f075f6387a2fed8b3c69adcc4693efe168e23d","D",1,14,2,2,10
"312","4acf32d30ca63f32850d31def814e9451622d451","D",1,14,1,1,4
"313","4acf32d30ca63f32850d31def814e9451622d451","D",1,14,2,1,27
"314","4acf32d30ca63f32850d31def814e9451622d451","D",1,14,3,1,14
"315","4acf32d30ca63f32850d31def814e9451622d451","D",1,14,4,1,4
"316","074cc2d29648051eca02227a744ad421c760d8de","D",1,24,9,1,5
"317","caa8d2fb921c0ff7e61ddb56418e111a2440ffd0","D",1,12,2,1,5
"318","13360e6f66364251187c0303d22d7192bc5d9fe6","D",1,30,2,1,2
"319","8f9b241a6177f7fb474c94d1d97b93b001d800fc","D",1,12,2,1,4
"320","8f9b241a6177f7fb474c94d1d97b93b001d800fc","D",1,12,3,1,5
"321","822922178cf0b3ffdfe396ef5cdec379cdcb96f7","S",1,14,1,6,5
"322","822922178cf0b3ffdfe396ef5cdec379cdcb96f7","S",1,14,4,6,4
"323","960b95a9b946705810617e1f869d70fbc0f735a7","D",1,10,4,1,2
"324","cd48c16c3be4e25dee127766783980039fb2aff7","S",1,32,2,1,4
"325","092cf7ee5cfcf40cfd4979beb7376f4d3a2aeb55","D",1,12,2,1,2
"326","f74c20346c3d101045d884f438b3951b91ffffe6","D",1,24,4,1,1
"327","ff7926b63f845ec13588417e2a337ab887fd5c43","D",1,12,7,1,12
"328","ff7926b63f845ec13588417e2a337ab887fd5c43","D",1,12,8,1,5
"329","c095e3306b3c8660f32e7e2e6bbcb19053bf08b8","D",1,30,1,1,3
"330","c095e3306b3c8660f32e7e2e6bbcb19053bf08b8","D",1,30,2,1,7
"331","c095e3306b3c8660f32e7e2e6bbcb19053bf08b8","D",1,30,3,1,5
