"","id_jednostki","klasa_pr","sek","woj","zawod_kod2","wolne_miejsca_cbop","jedna_zmiana"
"1320","75b82e0bde4f8b35e7dd8e9f871c602b07eec2ac","D",2,14,5,2,FALSE
"1321","75b82e0bde4f8b35e7dd8e9f871c602b07eec2ac","D",2,14,5,2,TRUE
"1322","5e16d8fbb000c8691bd88eb87b7e7e4ec2b02445","S",2,14,7,3,TRUE
"1323","e713e0819f992f61b78c5ab3fb1a18ee574a111b","S",2,14,5,2,FALSE
"1324","61cc779b2222d492b4518c7b92b0164956a9bfa3","D",1,14,4,1,TRUE
"1325","b1895e59a90d97e4ed492be51ed3e45966105d54","S",2,14,9,1,TRUE
"1326","7cc6489ffaa3cae89bb9518fa8b89e70c5d70003","M",2,14,3,1,TRUE
"1327","fd99f23ad721c9723bdb52c37f4d6f476d65c47f","D",2,14,5,1,FALSE
"1328","fd99f23ad721c9723bdb52c37f4d6f476d65c47f","D",2,14,5,37,FALSE
"1329","fd99f23ad721c9723bdb52c37f4d6f476d65c47f","D",2,14,9,10,FALSE
"1330","e7daf73a259bd3eb8308c05ccff852dbeedf7803","S",2,14,3,2,TRUE
"1331","bbf03c285b870916814902d65d00cb783ee8dd85","D",1,14,4,2,TRUE
"1332","11c70cf0f23dcd95f8f232c4a36066eb499d9737","M",2,14,8,2,FALSE
"1333","11c70cf0f23dcd95f8f232c4a36066eb499d9737","M",2,14,9,1,FALSE
"1334","6ee5e5dcadb8cda797333b8578fad4c207d9518b","M",2,14,7,1,TRUE
"1335","9ac10a74b2deb192336b4b9aedb68616c383634b","D",2,14,7,2,FALSE
"1336","4386f8c170fe6433388ba7ea2772ec59aab7cd95","D",2,14,3,1,TRUE
"1337","0d06636be6f6aca6d604e87e262b631513c59800","D",2,28,8,26,FALSE
"1338","fe6e3029005f493870db83fbb85d6bfe893e21bc","M",2,14,8,2,FALSE
"1339","7dd41d00e9053ee8dbfd1402614fb56790edcfef","D",2,14,7,1,FALSE
"1340","0e5be10f716aa65a3d6132ad4276a0f94a951d43","D",2,14,4,1,TRUE
"1341","94226d5d9832185e91be10830c2dc7cc5e423e94","D",2,14,9,40,FALSE
"1342","0a58fc491bea1ed93cfe924af35a9603cf3040f0","M",2,14,3,1,FALSE
"1343","f7c2ca41da8bc21a757b3b1da195035cfebb0745","S",2,2,2,1,TRUE
"1344","043d8a84cd5920f80ff844eaaa10c5db28e2d47f","D",2,14,3,1,TRUE
"1345","97e9eb4fb96d745e9915475d7595fefb4ceb5352","M",2,14,5,3,FALSE
"1346","bc948f958fa09eecf7d9db35ab0d2ed22a3d4fe3","D",2,14,8,3,FALSE
"1347","bc948f958fa09eecf7d9db35ab0d2ed22a3d4fe3","D",2,14,9,4,FALSE
"1348","849138b70f179148e30ce514fcba4643fa20f542","D",2,10,2,2,TRUE
"1349","68b7ecbd6d72d884e01519da1e263a6be4b83c70","D",1,14,2,3,TRUE
"1350","68b7ecbd6d72d884e01519da1e263a6be4b83c70","D",1,14,2,1,TRUE
"1351","fe962d93c0ede624710ee43dd17dca7bf11a883b","D",2,14,1,1,TRUE
"1352","fe962d93c0ede624710ee43dd17dca7bf11a883b","D",2,14,3,15,FALSE
"1353","67df5f320a1adeb19238165941be332e61e3ea75","S",1,14,3,1,TRUE
"1354","c6aef9fc442ca7dad6f892c0c2aa04f63364083c","D",2,14,5,1,FALSE
"1355","c6aef9fc442ca7dad6f892c0c2aa04f63364083c","D",2,14,7,2,FALSE
"1356","00bb11c630ad9be69f0ffafcaf6d1de7a9ba07a9","S",2,14,5,1,FALSE
"1357","3e8525c091a37b8b755b4d0566b4469a921376a3","S",2,14,5,3,FALSE
"1358","0f04feb15c186c80a16f4970960cf6bf5ea6446b","S",2,14,2,1,TRUE
"1359","0f04feb15c186c80a16f4970960cf6bf5ea6446b","S",2,14,7,1,TRUE
"1360","ea34f5d8b06cc8c1cc97b8d90bb37262d3045eed","D",2,12,5,1,FALSE
"1361","a84592dff85abb866b250d3570af2171f46ca487","S",2,14,4,1,TRUE
"1362","612d2984295cf276362187770b5f9afcc10c0b83","D",2,14,9,2,TRUE
"1363","47e6d086beb5c8f9dce385d77660de42d470b474","S",2,14,7,1,TRUE
"1364","c8d12eded098f15f60194860426602e4840ba7de","D",1,14,9,1,FALSE
"1365","abdf1f14e67a2559e2244dcfdce145151ed2121e","S",2,14,8,10,TRUE
"1366","ddeda7be83f674e5fb74acf6dbcf54ca3cb7be58","S",2,14,8,2,TRUE
"1367","e31ed4363e8678be0ea13dae462f2f9015125c6e","M",2,14,7,3,TRUE
"1368","a42eb58a92a6cf667bc3c755d051294062a4d6d7","S",2,14,4,2,FALSE
"1369","1a6284f8a9d2f1fb73ec2d060307517621e04222","M",2,14,5,1,FALSE
"1370","56fe0fb843ad5bd68650c763351c924da0534792","D",2,16,7,20,FALSE
"1371","25c69444d8ce0946d1c92613cd7697289c65a558","M",2,14,3,1,TRUE
"1372","65eef7b792194fc90b0155d52306ffd7b9142299","M",2,14,7,2,TRUE
"1373","cb19fbc66591c2ee36447228ad486c6b03212100","D",2,2,5,4,FALSE
"1374","cb19fbc66591c2ee36447228ad486c6b03212100","D",2,2,9,8,FALSE
"1375","cb19fbc66591c2ee36447228ad486c6b03212100","D",2,2,9,5,FALSE
"1376","c7d43a15c5871264828d4367e0f747808813ffec","S",2,14,5,1,TRUE
"1377","c7d43a15c5871264828d4367e0f747808813ffec","S",2,14,7,1,TRUE
"1378","06eafd4a51a15d9ce9e604e6a3bbbc4f4972db1d","M",2,14,7,4,TRUE
"1379","286b2dc8f8cd102c7f5580af2945613af4192fd2","M",2,14,9,3,FALSE
"1380","4eae58dbf1de2c3062c3faed6a926cacc69aea73","D",2,6,8,2,FALSE
"1381","4eae58dbf1de2c3062c3faed6a926cacc69aea73","D",2,6,8,10,TRUE
"1382","22935166aa8e849018b72825f7025fe4c5ceadef","S",2,14,8,1,FALSE
"1383","a9f46b732f9e94350f38025ce13b1aa6c5352c74","M",2,14,5,4,FALSE
"1384","6c46f8499847ab05c0b5c1b92c6c33a9041e7d0e","D",2,14,5,5,FALSE
"1385","17817246654d422a26e5594b55f7a470820cc6d8","D",1,14,2,1,TRUE
"1386","a1cff387d2f3c801c683aa6bf8f6208bb4785579","M",2,14,3,1,TRUE
"1387","b64a20aacf9c87c2d18ccce6cb7613f1d8f632d0","M",2,24,3,1,TRUE
"1388","9b3b4d2306ea8d41ccbfa71d29e49d882a0f3607","D",2,14,4,4,FALSE
"1389","9b3b4d2306ea8d41ccbfa71d29e49d882a0f3607","D",2,14,7,5,FALSE
"1390","a6121cb3d2635f7979f8322b732a1c8a7d6f5fc8","D",2,14,4,2,FALSE
"1391","7cd09a30774c8b08978bca2ad6f7be74b2d001c4","D",1,14,5,2,TRUE
"1392","7cd09a30774c8b08978bca2ad6f7be74b2d001c4","D",1,14,9,1,TRUE
"1393","577c4ae26beb889bf7cdd06d0f75310de66b8d81","S",2,14,5,1,FALSE
"1394","577c4ae26beb889bf7cdd06d0f75310de66b8d81","S",2,14,7,1,FALSE
"1395","02c5ad6eeeedb78ddb93e6e0499ff7262894f34b","D",2,14,9,5,TRUE
"1396","51c73e2dd114dbe59a87e0db24ee0d76b944c8cb","D",2,14,8,3,TRUE
"1397","d4a11648513c96faea2af2306afe3a4d5ef46c4e","D",2,14,4,1,TRUE
"1398","169ad2637d1837c0aa0cb38cecfa7079a6a07c64","S",2,14,3,2,TRUE
"1399","35e4bcee3f5f3b67c38dde5599ec13e7bcdb832b","D",2,14,8,3,FALSE
"1400","9736cd880bb3bea81ea5628b38e1f2e5efb4018d","M",2,14,4,1,TRUE
"1401","fe99f9e7556732686456704c18077ac1d0daf5af","D",2,14,8,12,FALSE
"1402","b5a5319c47e79aa4720a4d0447a3b5f14bd39180","S",2,14,5,1,TRUE
"1403","ac085c3af204fa4360bb35397a7b0592d1626875","D",1,14,9,10,FALSE
"1404","4e5783a58f78f402da9b87d2e3c43d1e66fa3eeb","D",1,14,2,3,TRUE
"1405","4e5783a58f78f402da9b87d2e3c43d1e66fa3eeb","D",1,14,3,1,TRUE
"1406","4e5783a58f78f402da9b87d2e3c43d1e66fa3eeb","D",1,14,7,1,FALSE
"1407","4e5783a58f78f402da9b87d2e3c43d1e66fa3eeb","D",1,14,7,2,TRUE
"1408","a40510d919f294b74a3c40ed2092030d3ecd8912","D",1,14,1,1,FALSE
"1409","b62179c58efe7a86e99a68cee0646aa982e2a5f3","M",2,14,3,1,TRUE
"1410","dfb775c83f805088039b42b9f37b07e3a1b9ee93","D",2,18,3,2,FALSE
"1411","aa2c5a0f18df1860e0ea88af7019fd565e485ec8","D",2,14,7,8,FALSE
"1412","45ce4a43fed515a1715b5769e2580b21f5623974","S",2,14,4,1,TRUE
"1413","c6e1e92d385026ff324f3fc91a3649256e3dfdfb","S",2,14,5,1,TRUE
"1414","79f909761fb2d811365eb0c49dc5fd3c5e445db6","S",2,26,3,1,TRUE
"1415","868270f2c7e9d9bf125afdc4fca99663c36b4527","D",2,14,5,1,FALSE
"1416","e2da337754963cb893d138d6c916bcded8db333c","S",2,14,2,1,TRUE
"1417","e2da337754963cb893d138d6c916bcded8db333c","S",2,14,4,1,TRUE
"1418","eca1472d7587b031ba38d68f80a7849e8fb04ebc","D",2,14,1,1,TRUE
"1419","c3f78d5c04f64c3467ebc9f2cb0708730db5afe5","D",1,14,4,1,TRUE
"1420","a774bbd9380d90db9786f4d51f6e2a7fe93e84b2","D",1,32,3,2,TRUE
"1421","a774bbd9380d90db9786f4d51f6e2a7fe93e84b2","D",1,32,4,1,TRUE
"1422","660a090e306260d1b11ecfb73aadba963e18ab7a","D",2,14,3,1,TRUE
"1423","660a090e306260d1b11ecfb73aadba963e18ab7a","D",2,14,5,1,TRUE
"1424","814ba49019678af9752ca02b48facebc8b201c0b","D",2,10,4,10,FALSE
"1425","66c8a593638dffb71614c5eeb1f88cc8f81720e5","S",2,14,7,1,FALSE
"1426","b30376281129f2db46a89c53dcbdf6d0d6fb17e9","M",2,14,7,1,TRUE
"1427","087d9d772f449b64fa4f1b760411bea2589c84fb","D",1,14,2,1,FALSE
"1428","087d9d772f449b64fa4f1b760411bea2589c84fb","D",1,14,5,1,TRUE
"1429","d429ae6503460eedee8c1d64ea99e8a2588539e3","D",2,24,9,10,FALSE
"1430","189efa0b3e940e712e28f4f2532abe1745a4b13c","S",2,14,7,2,FALSE
"1431","a1652e2348fe6a76db5eabb2bc1b790d916071f5","S",2,14,8,2,TRUE
"1432","1b0ff25c3c7285400fc3e3eb785b5219c13df092","D",2,12,3,3,FALSE
"1433","1b0ff25c3c7285400fc3e3eb785b5219c13df092","D",2,12,3,1,TRUE
"1434","80f3b540ac7fa5bb69b8f79229eeda220b132d81","S",2,14,5,1,TRUE
"1435","e4fd8afdb37e2b3b335f120420cb43dc120c3c12","D",2,8,9,2,TRUE
"1436","4000018d8612f8d1ea568c6de45c005a1d05e290","D",2,14,3,2,FALSE
"1437","4000018d8612f8d1ea568c6de45c005a1d05e290","D",2,14,4,104,FALSE
"1438","4000018d8612f8d1ea568c6de45c005a1d05e290","D",2,14,7,21,FALSE
"1439","4000018d8612f8d1ea568c6de45c005a1d05e290","D",2,14,8,3,FALSE
"1440","4000018d8612f8d1ea568c6de45c005a1d05e290","D",2,14,9,64,FALSE
"1441","4084f4f136ac2d79c1147f14999c3e34fe0b0f60","D",2,14,8,3,FALSE
"1442","332eaae6194b0c1e7f080ae3f7ee4d97526fc951","D",2,2,9,20,FALSE
"1443","7b8c3e8b300dfc45ba670805e7124306768563ed","M",2,14,8,2,TRUE
"1444","f3952df13a9804dfcda817027da53fcc259b8e75","S",1,14,2,1,TRUE
"1445","f3952df13a9804dfcda817027da53fcc259b8e75","S",1,14,9,1,FALSE
"1446","f3952df13a9804dfcda817027da53fcc259b8e75","S",1,14,9,1,TRUE
"1447","8f9bf429a5829e70c84719cef6ca76a831a994d6","S",1,14,9,1,TRUE
"1448","4f9a7b02c531de86c377fa01b34c8c11519c1981","S",1,14,2,2,TRUE
"1449","bbed8eb8d64b2870ad132937841ccafa2d2b475d","D",1,14,9,1,TRUE
"1450","aefe3fd8e9c976212844808e32038ae51958e3d7","S",1,14,9,1,TRUE
"1451","cd1652a1d3b3f788a93f9b6c6ae64c0dfe4adaa9","D",1,14,2,1,FALSE
"1452","ac449206fed62fe73b92784b6f71c70231868c7a","S",1,14,5,2,TRUE
"1453","bc2ab9e3e81d750a3bbb29ae6c0ad3a16d2619d8","S",1,14,2,1,FALSE
"1454","bc2ab9e3e81d750a3bbb29ae6c0ad3a16d2619d8","S",1,14,2,1,TRUE
"1455","bc2ab9e3e81d750a3bbb29ae6c0ad3a16d2619d8","S",1,14,5,1,TRUE
"1456","bc2ab9e3e81d750a3bbb29ae6c0ad3a16d2619d8","S",1,14,9,1,TRUE
"1457","d52614579e045bdea67a60700d91b6ee84c2659d","S",1,14,2,2,FALSE
"1458","56027eb90fdc177d4c0c13d9f5bb3b6e8197e014","D",1,14,9,2,FALSE
"1459","5bf0258a829743d4ce0b19b5fbadceb2a9a6ce5c","S",1,14,2,1,FALSE
"1460","f9ebd53a6b2a592f8d6b5e844540817237207735","S",1,14,9,2,TRUE
"1461","2be30061412e8d72d7ff2c0fa25e004ab74670da","S",1,14,9,3,TRUE
"1462","d26ecbda05058a4c498d5e8d32083d0279448aaf","S",1,14,9,1,TRUE
"1463","75caebbcad887deffc0fa00448fc1034bf99ef94","S",1,14,9,1,TRUE
"1464","cf454f539614b4139b4f867f1c7d6fe601097a2d","S",1,14,9,1,TRUE
"1465","1cfd7e56e7008b5a9bbc79b6db6c7b60a8f4f582","S",1,14,2,2,TRUE
"1466","1a06722f361e55b79f17fefe6a1d2486520dcf7c","S",2,14,2,1,TRUE
"1467","86438717b280a0d51aa7abadd5c980c1c70088d6","M",2,14,5,2,FALSE
"1468","d17fec700df1846d80656484dac4d4575f175115","M",2,14,5,1,TRUE
"1469","9a12e2a0e9003ad9b08d2e759ced846e52dd3bf2","M",2,14,4,1,TRUE
"1470","0e900a2ed4fe6f90187e11b62f84a8d610de1a16","S",2,14,5,1,TRUE
"1471","0e900a2ed4fe6f90187e11b62f84a8d610de1a16","S",2,14,9,1,TRUE
"1472","14e13ec754a05ff16f18d90baf163d4cb842fba7","M",2,14,3,2,TRUE
"1473","961ccec6dd5fb0d401b5b976b94137978a0e71ed","D",1,14,4,1,TRUE
"1474","aab172d80655d7ed5a8ccaa9d69ff3648dbe2c12","S",2,14,4,2,FALSE
"1475","73a5b6dac5e17680281c8cb895997ef663e764c6","D",1,14,3,1,TRUE
"1476","18abb3b0ea5cd5a782e6a09ab486f7ea9d4b6d47","D",2,4,7,1,TRUE
"1477","aa858ea2fee65ecd5cfeaebe352cb86ca5a925ca","M",1,14,4,1,TRUE
"1478","f223dc1ad3205491678c0b810ef64d461f2b458c","M",2,14,5,1,FALSE
"1479","1dc248ba986cd879cc34c819fbade0a34bd0b386","M",2,14,5,4,FALSE
"1480","2a6fefaeea0cd66d47901e9f100cb1b025fa9f96","M",2,14,3,1,TRUE
"1481","3196c54b60e94226d3dfc041ab04c5752c3f7495","D",2,14,3,1,FALSE
"1482","d1405a5be2d46ffb0054f82163c084a79b04168b","M",2,14,7,3,TRUE
"1483","8b09a0391e55f8bd2ebb4c07f0a40ec2eaf7c02f","M",2,24,4,1,TRUE
"1484","58c20cd3a6a8fd32e512352be0c5d1bb7918d069","D",2,14,4,50,FALSE
"1485","e24333ba047b51c1f6bd500599973c50c373032f","S",2,14,7,1,TRUE
"1486","cdfeceb703d05ecac6e5300035c4da6e03e82c78","M",2,14,5,1,TRUE
"1487","3113ac4337bc11ca76b23c308fd65456a928d992","M",2,14,5,1,FALSE
"1488","1e4e78dd7007be6144cc61674051ffff05dd6941","S",2,18,3,1,TRUE
"1489","4c86c3721c2ca5683bf20a8b2c24b195db186f19","M",2,14,4,1,TRUE
"1490","039315c10a94ac415466d2d82266741e24de6d20","S",2,14,9,1,TRUE
"1491","29ee1ddd2e69d5aa12934bac6ebbb7d5ca98253d","D",2,4,2,8,FALSE
"1492","797041c8add4c6c2885912ef604f0fb5835ba6c4","D",2,14,2,1,FALSE
"1493","797041c8add4c6c2885912ef604f0fb5835ba6c4","D",2,14,9,1,FALSE
"1494","9de5595cfb798cf94386910051bb205116fb0062","D",1,14,8,5,FALSE
"1495","96dec41c4c93c03bcedb48486aaa80c839706946","S",2,14,8,1,TRUE
"1496","2a9fb78ca4b1c5f04e92fbd9777259330439a8bd","D",2,14,4,1,TRUE
"1497","f650a0ba2762e60744689c4906abd963957db846","D",2,14,3,2,FALSE
"1498","f650a0ba2762e60744689c4906abd963957db846","D",2,14,4,12,FALSE
"1499","f650a0ba2762e60744689c4906abd963957db846","D",2,14,7,2,FALSE
"1500","f650a0ba2762e60744689c4906abd963957db846","D",2,14,8,20,FALSE
"1501","f230bcb17077c7c41c6d2f5aac8b1787d9eaf576","S",2,14,2,2,FALSE
"1502","f230bcb17077c7c41c6d2f5aac8b1787d9eaf576","S",2,14,3,2,FALSE
"1503","2ababe27d39f83e020ae05390f618b192b18cb24","M",2,14,7,1,TRUE
"1504","ef6d7a546450db72c3400dbfd5e0dd8ddfaf260f","D",1,14,7,30,FALSE
"1505","ef6d7a546450db72c3400dbfd5e0dd8ddfaf260f","D",1,14,8,30,FALSE
"1506","b2228c55b2a4a2aa5cd85d7d59c8b52b08700988","D",2,28,4,1,TRUE
"1507","8191da9f8adaa2215e6b11c31c47c3c544e82aa5","D",2,14,5,1,TRUE
"1508","8191da9f8adaa2215e6b11c31c47c3c544e82aa5","D",2,14,8,1,TRUE
"1509","b1fc80200ed23ac6452eb950ed14e65877824457","D",2,14,4,1,TRUE
"1510","8c997a6b779bf258a78102e4b6668847697cec53","M",2,14,5,2,FALSE
"1511","0629aef61a97c0ba80eafb651bfbdac9fb0d1ff8","M",2,14,7,1,TRUE
"1512","60d8c45078921557149b6bd9e21ad7ab6c64bc41","M",2,14,3,1,TRUE
"1513","1b9c49f67e9935eeacc406ec308bacfea5cd8cd7","D",2,14,3,1,FALSE
"1514","aaabcb3405e2d320b7aeded42e15c0703bf08b87","D",1,14,9,1,FALSE
"1515","73985e2a66a4ef2fb1b4e2341eb2627c7a03f9c3","S",2,14,4,5,FALSE
"1516","36d5b73270e97e1063cb4cee8ab113d417d7ad95","D",1,14,3,1,TRUE
"1517","36d5b73270e97e1063cb4cee8ab113d417d7ad95","D",1,14,5,1,TRUE
"1518","2c7ad50beb10958b08a3aade945f7a3960cb69a3","S",2,14,2,1,TRUE
"1519","821de9e5ac418a5a45a17577e6dd7bca315aeb16","M",2,14,9,1,FALSE
"1520","f7f718624827a3aa67e2613604a81d7736394088","M",2,14,4,1,TRUE
"1521","e0cdad3d7e4be400c1e145df55a1b05569370cd4","M",2,14,8,1,TRUE
"1522","ad8bd346f1bb91558771aa89978ec1928d59ef70","S",2,14,2,1,TRUE
"1523","78b279198e657f1ea786e48d26770be4f826c7a4","S",2,14,3,1,TRUE
"1524","28894572f3baa9d4e8ca9a206afab995eaac0b52","M",2,14,7,2,TRUE
"1525","c314b48ef2345004271e0dce01eb5af5f620a79b","S",2,14,4,1,TRUE
"1526","10f40bb1c31c901a50cc3305d579ab1b5e5c2454","S",2,14,3,1,TRUE
"1527","f271cf4bc400dc0ead9a21656806fb3b2294d9a1","D",2,14,2,5,FALSE
"1528","f271cf4bc400dc0ead9a21656806fb3b2294d9a1","D",2,14,5,2,FALSE
"1529","f77d2c644146317d75f0069d1a0cfd004f0f7a2b","D",2,10,8,5,FALSE
"1530","b7a761f8e75c5e8a74f8d7af46bdf299049b71b4","M",2,14,7,1,TRUE
"1531","8bc09bb45994c75c570b507294407662e79a9b6c","M",2,14,3,1,TRUE
"1532","e3d1ecb76e034975ac70d7035f1a44fdf418aeec","M",2,14,2,1,TRUE
"1533","bab22a47009b9c62f087d086cf80da3c45dbcc83","D",2,14,2,2,TRUE
"1534","bab22a47009b9c62f087d086cf80da3c45dbcc83","D",2,14,3,12,TRUE
"1535","bab22a47009b9c62f087d086cf80da3c45dbcc83","D",2,14,4,14,TRUE
"1536","d530f7d616f8f8d3a68e52a43807c12b6029189a","D",2,14,3,2,FALSE
"1537","d530f7d616f8f8d3a68e52a43807c12b6029189a","D",2,14,4,1,FALSE
"1538","d530f7d616f8f8d3a68e52a43807c12b6029189a","D",2,14,7,1,FALSE
"1539","0fc3a9bc5f8da95dd887bb122f3b5fa5c2dd8cf1","D",1,14,9,1,FALSE
"1540","a55a4c154d310fa8b373ad0e263f03989ec00248","M",2,6,7,2,TRUE
"1541","e5748814b4f282a5d1877b15af22fa191e4c7681","D",1,14,9,1,TRUE
"1542","d4a05ec1790d98a542713bf8f37697a523d07664","D",2,14,4,1,TRUE
"1543","3e7121b42381046f92f51224f4e091ab1d8b3ce5","D",2,12,9,2,FALSE
"1544","754e881eb7736909b9c7b1674349a147fe8627d8","D",1,14,2,1,TRUE
"1545","754e881eb7736909b9c7b1674349a147fe8627d8","D",1,14,3,1,TRUE
"1546","adba64ee5d03b9dabb8076ae25ec40f36f24defb","D",2,14,5,1,FALSE
"1547","adba64ee5d03b9dabb8076ae25ec40f36f24defb","D",2,14,5,1,TRUE
"1548","090a9466ebeceb4853a57ad8f9eaa294b03fb45f","M",2,14,5,4,FALSE
"1549","9b87047db33f7540d3d5f1eab690a460d48a9008","D",2,14,4,250,FALSE
"1550","9936eb3c8ed69bbb85e21768a8e14ee4f3eb48f5","D",2,10,4,1,TRUE
"1551","9936eb3c8ed69bbb85e21768a8e14ee4f3eb48f5","D",2,10,7,5,TRUE
"1552","6370a099adaad84cd89aadaef6b55b68304150a4","D",2,14,7,5,FALSE
"1553","6370a099adaad84cd89aadaef6b55b68304150a4","D",2,14,8,5,FALSE
"1554","c563bacb336541ef4416dc838754e4134fc6e58c","D",2,14,5,2,FALSE
"1555","e25f07211f1c49d03f4cd288f16dc8192539fbde","D",2,14,5,18,FALSE
"1556","e25f07211f1c49d03f4cd288f16dc8192539fbde","D",2,14,5,1,TRUE
"1557","eebd83ff62e19a8e9edc19186ebf88258ce68097","M",2,14,5,1,FALSE
"1558","5da5f0ddeabccb047e58f1f80514e1d239cba0ab","D",2,14,3,1,FALSE
"1559","5da5f0ddeabccb047e58f1f80514e1d239cba0ab","D",2,14,4,1,FALSE
"1560","4040f738603aa462cd375fd5628b31ade06a97c7","M",2,14,7,1,TRUE
"1561","3c85512a14114c2924963ee093e68f1492cae597","M",2,14,3,1,TRUE
"1562","3c9f495754746021174412d84a9d582c70816670","S",2,14,7,1,TRUE
"1563","7418252162d90b02f1b46a47ba348c8875324bf9","D",1,14,4,1,FALSE
"1564","6b3af3d2167c17b985229ea2416071325f3af86a","S",1,14,2,1,TRUE
"1565","58b9ded05fdf1844031c7fafa32147a84882abb6","D",2,14,1,20,FALSE
"1566","58b9ded05fdf1844031c7fafa32147a84882abb6","D",2,14,5,40,FALSE
"1567","9dea31b62fe65e4e950768deb48e292d82d040c4","M",2,14,3,1,TRUE
"1568","9e4e5701e161e8c044eaa4543a4e3ad0ad9d4212","D",1,14,5,1,TRUE
"1569","c9a7d8f96b52b9f2fec79574d15b8050634b13a2","S",2,14,5,1,TRUE
"1570","8ff6f0bdaabb960bbbfc8630620f78a31615b826","D",2,24,3,9,FALSE
"1571","8ff6f0bdaabb960bbbfc8630620f78a31615b826","D",2,24,4,4,FALSE
"1572","688dd5b60c960f440210a8605f1e41ab8fbb4aa3","D",2,2,4,15,FALSE
"1573","a46d58409e3585c2cf499bf5f90462c5ce731269","D",2,14,2,1,TRUE
"1574","0bd6097fe2683e95c6bd1ebe67695d581e69c0a3","S",2,14,8,2,TRUE
"1575","10a1de6ff466fbe26f4e0bddc91a92a59d2273a9","M",2,14,3,1,TRUE
"1576","f6a14680c588f58389c80e4f69bd1d6935257013","S",2,14,7,2,TRUE
"1577","0413d98344abdbdb6ad4c24cebdb6e37cc654410","D",1,14,5,1,TRUE
"1578","8be73b8c5fc0bdc18fed213f13cf8ed888b29924","S",2,14,3,2,TRUE
"1579","fb0d2815d5922abccedd87a275c44857b319be12","D",2,14,3,53,FALSE
"1580","fb0d2815d5922abccedd87a275c44857b319be12","D",2,14,8,58,FALSE
"1581","fb0d2815d5922abccedd87a275c44857b319be12","D",2,14,9,160,FALSE
"1582","6b69de8ca18eee9c5ff6c8198b0f76c6f37f394d","S",2,14,5,3,TRUE
"1583","1f49c9f98ca005171c133343fba81e1d0dd77be6","D",2,14,4,4,FALSE
"1584","1f49c9f98ca005171c133343fba81e1d0dd77be6","D",2,14,7,4,FALSE
"1585","1f49c9f98ca005171c133343fba81e1d0dd77be6","D",2,14,8,10,FALSE
"1586","1f49c9f98ca005171c133343fba81e1d0dd77be6","D",2,14,9,12,FALSE
"1587","70984a7d7c9eb716b46a45f78b819b9e7c1d2722","D",2,14,3,1,TRUE
"1588","70984a7d7c9eb716b46a45f78b819b9e7c1d2722","D",2,14,8,3,FALSE
"1589","4e18d7a46f05bfcc89f880239d01eea662df0d5a","M",2,14,9,1,TRUE
"1590","b111ef79b6e2fe6551c8d21496c9a268f5a7a875","M",2,14,7,2,TRUE
"1591","b111ef79b6e2fe6551c8d21496c9a268f5a7a875","M",2,14,9,1,TRUE
"1592","3785831960d9bfeef6495fd451d4304f6d106752","D",1,14,9,2,FALSE
"1593","3f32dbe6f52fbebe541b4c7b6a8dc222f4cd902f","D",1,14,9,1,FALSE
"1594","5fe11698811e13eade2f2f26376e56b0bb62c49c","D",1,14,5,1,FALSE
"1595","cdd3379028e1aa52f21234f0cff7b7afec618810","D",1,14,9,3,FALSE
"1596","2823d15d34acfbc469db8c31f616c49250f45c32","M",2,14,5,1,FALSE
"1597","92e01ad6a7f138bf9bbed3be7dce30de80d98526","S",2,14,8,1,TRUE
"1598","3e5f2297d569ffc5defcd419f9af8caa29030209","D",1,14,9,1,TRUE
"1599","d9b0e5da89c6670a478ddd451325e2730f5969a6","D",1,24,7,1,TRUE
"1600","631a1d6ed5cb04bf8141973158c800502b1bcbc0","S",1,14,8,1,FALSE
"1601","460a8c8eca6ebb41fca6bf1588b67c3d86299a87","S",2,14,4,3,TRUE
"1602","f5407afa7024b9fb72124a3bbe65ae14ff5919fb","D",2,14,9,2,TRUE
"1603","686f8f7b22f65fbb8fadedbb8120b3610f8cd8f7","M",2,14,5,2,FALSE
"1604","d553d3ca79293295288d6459b7d338fdc058781f","D",2,16,9,50,FALSE
"1605","814ef78b0499c0c2ed28d6940ce4ff9dedf0b9fd","S",2,14,4,1,FALSE
"1606","814ef78b0499c0c2ed28d6940ce4ff9dedf0b9fd","S",2,14,9,1,TRUE
"1607","3f0c625f7c2533c9b21448174987729ac123bd14","M",2,14,3,1,TRUE
"1608","a1a8719a9db797d43f770c1f2e8345f83179511d","D",1,14,2,4,TRUE
"1609","ffae3b9bf573a0ab554a3ccbafbad7e9b60d2cfd","M",2,14,8,1,TRUE
"1610","d96caca3c9b20f03e6f337ffcf66fb356b2609af","D",2,14,7,2,FALSE
"1611","a5e0c6ac4b7258acdf3425ab3df089c0fd6f1143","S",2,28,5,1,FALSE
"1612","6a84d9bd3b365f1027a5ba5d05f477be12a1d29e","S",2,2,8,4,FALSE
"1613","20302099daa4c2c29367bf37da367510ed439887","M",2,2,9,1,TRUE
"1614","d1d4a43241a1f29acbe67710aefab6b250e13fba","D",2,2,2,1,FALSE
"1615","d1d4a43241a1f29acbe67710aefab6b250e13fba","D",2,2,7,1,FALSE
"1616","7acd51e080155f685f8569038bddeb2e2e0b7579","M",2,2,7,1,TRUE
"1617","63258d7d829b21c59ee28a68753eb37f6d97f1f0","D",2,2,8,2,FALSE
"1618","63258d7d829b21c59ee28a68753eb37f6d97f1f0","D",2,2,9,4,FALSE
